Timestamp (s),Frame #,Exposure
1.642291784286499,0,0.3
1.712270975112915,1,0.30113733671875
1.7768933773040771,2,0.3022708326848858
1.8426709175109863,3,0.30342441117319024
1.9118907451629639,4,0.30629066980524877
1.9763164520263672,5,0.30895357119128164
2.0423452854156494,6,0.311669561016322
2.1124720573425293,7,0.3146263948290514
2.180044651031494,8,0.3158302090824092
2.244133949279785,9,0.3170664233866611
2.311459541320801,10,0.318306199100129
2.37841534614563,11,0.3195299897280564
2.442622184753418,12,0.32077672463729723
2.5107922554016113,13,0.32202544674918826
2.5784356594085693,14,0.3232482646206621
2.6463191509246826,15,0.3244734007271957
2.7109391689300537,16,0.3256928058833096
2.778294563293457,17,0.32689338586470695
2.8467085361480713,18,0.3281148273283551
2.910712957382202,19,0.32934339473278323
2.97831654548645,20,0.33055701474318433
3.0464463233947754,21,0.33178100786421155
3.1152405738830566,22,0.3330108208428666
3.178278684616089,23,0.33422855895693143
3.2464895248413086,24,0.33544858574826164
3.3151557445526123,25,0.3366769441263097
3.382375717163086,26,0.3378859756185596
3.4467782974243164,27,0.3390834427462293
3.515099287033081,28,0.34028878441886035
3.5830230712890625,29,0.3415104697465083
3.6471707820892334,30,0.3427627691474773
3.71517014503479,31,0.34405130257926836
3.782395601272583,32,0.34537262817228415
3.8518731594085693,33,0.3467353277682425
3.9167559146881104,34,0.3481487753698015
3.983135461807251,35,0.34959023059820843
4.052150726318359,36,0.35103075465909345
4.116528272628784,37,0.3524700771190605
4.183245897293091,38,0.35393050433672446
4.251739501953125,39,0.355397614866597
4.321590900421143,40,0.35685423127268234
4.38424277305603,41,0.3583158757691417
4.45188045501709,42,0.3597742307535445
4.520359039306641,43,0.3612160391390961
4.584042072296143,44,0.36268131505903084
4.651694297790527,45,0.3641602527619845
4.720785140991211,46,0.36563900828949314
4.787887334823608,47,0.36714790033859007
4.85189151763916,48,0.36867980232471387
4.9208173751831055,49,0.37020569937912473
4.987335681915283,50,0.3717483888273309
5.0569539070129395,51,0.37329359803511636
5.120485305786133,52,0.3748284814250357
5.188178062438965,53,0.37638816864398644
5.256929636001587,54,0.3779539838578682
5.319079160690308,55,0.3794907038276236
5.38680100440979,56,0.3810305485891634
5.4555747509002686,57,0.3825832861529124
5.523417234420776,58,0.3841343962766061
5.586760759353638,59,0.3856936261343426
5.655587911605835,60,0.38724625336167945
5.723224639892578,61,0.3887893419038276
5.787298202514648,62,0.3903515693229402
5.8552000522613525,63,0.3919372300882149
5.923060417175293,64,0.39352202428045296
5.99064564704895,65,0.39512456735906026
6.055675506591797,66,0.3967730256392482
6.123088836669922,67,0.39845401978710127
6.190765142440796,68,0.40014619213981173
