Timestamp (s),Frame #,Exposure
2.694035530090332,0,0.3
2.7488527297973633,1,0.2963305396484375
2.81735897064209,2,0.29270615927408744
2.881129503250122,3,0.28912610358868956
2.955226421356201,4,0.28661067498978915
3.0138776302337646,5,0.2841183337504693
3.07590651512146,6,0.2816502239896694
3.143770456314087,7,0.2792074531381598
3.211669445037842,8,0.2767895097168032
3.2791881561279297,9,0.2743940894459476
3.345435619354248,10,0.2720158317025708
3.4110090732574463,11,0.26965520316832114
3.479130983352661,12,0.26731191089323814
3.543203353881836,13,0.26498671445023936
3.6155495643615723,14,0.26268091599278093
3.6930301189422607,15,0.2603948074297229
3.747553586959839,16,0.2581278507534005
3.8143599033355713,17,0.25587700174682804
3.8786566257476807,18,0.25364318263888197
3.9583585262298584,19,0.2514269676794457
4.012015104293823,20,0.24923040805944294
4.083648920059204,21,0.24705224005907608
4.164240837097168,22,0.24489504284144312
4.218960285186768,23,0.24275695239098738
4.289665699005127,24,0.24063918090807151
4.353700637817383,25,0.2385382179510333
4.433505535125732,26,0.23645265460261072
4.488068342208862,27,0.23438173942020793
4.562523365020752,28,0.23232634078572034
4.615586280822754,29,0.23028743377743352
4.705017328262329,30,0.22826522207466093
4.747708797454834,31,0.22626242623606488
4.815851211547852,32,0.22427916136127732
4.8876988887786865,33,0.2223153259832067
4.951406955718994,34,0.22036869434424144
5.0299224853515625,35,0.21843774794918933
5.085062742233276,36,0.21652112999634918
5.15390944480896,37,0.21461836096021397
5.215909242630005,38,0.21273057974350212
5.284650802612305,39,0.2108598053967055
5.367186784744263,40,0.2090055538255923
5.4352216720581055,41,0.2071676146384216
5.492711544036865,42,0.20534703373346408
5.561422348022461,43,0.20354395228567232
5.6351096630096436,44,0.20175862717825463
5.684790134429932,45,0.19999076070743071
5.760999917984009,46,0.19823941325351077
5.832757472991943,47,0.1965037226501607
5.888457298278809,48,0.194784199042547
5.954050779342651,49,0.19308058359324984
6.021348714828491,50,0.19139365315790335
6.094202518463135,51,0.18972351191372155
6.1568121910095215,52,0.18806956631913582
6.219845294952393,53,0.18643016611347216
6.296885967254639,54,0.18480387270054313
6.358669757843018,55,0.18318892792433805
6.423471212387085,56,0.18158605986850582
6.49105167388916,57,0.17999676399574455
6.558659791946411,58,0.17842208136808507
6.6236162185668945,59,0.176864042041315
6.690447807312012,60,0.17532231469408308
6.756280183792114,61,0.1737961968179621
6.82635498046875,62,0.17228471315076754
6.8881964683532715,63,0.17078822715757347
6.955806255340576,64,0.1693067274608514
7.036382675170898,65,0.16783869469334395
7.095661878585815,66,0.1663844915809548
7.175090074539185,67,0.16494581758150895
7.227468013763428,68,0.16352215079298835
7.294220924377441,69,0.16211301487589586
7.371248245239258,70,0.16071811078324763
7.4257752895355225,71,0.1593368769125824
7.495781660079956,72,0.15797030793593342
7.565349340438843,73,0.1566172492420057
7.6266188621521,74,0.1552729392052001
7.694679021835327,75,0.15393492509508672
7.763163089752197,76,0.152605256475045
7.8300347328186035,77,0.15128611213115417
7.893420219421387,78,0.14997968463618538
7.963683128356934,79,0.14868670842420834
8.031237602233887,80,0.1477168034546137
8.105477094650269,81,0.1467541752650395
8.165401458740234,82,0.14580141131463895
8.23288869857788,83,0.14485756157532698
8.30695652961731,84,0.14391906583688743
8.374425411224365,85,0.1429850664859562
8.432832717895508,86,0.14205559306973098
8.508299589157104,87,0.14113112094978772
8.573092460632324,88,0.1402106868107681
8.638019561767578,89,0.13929057260252445
8.707598447799683,90,0.13837439227699408
8.775314092636108,91,0.13746822725443808
8.831531286239624,92,0.13657410438510204
8.901082992553711,93,0.13568655513142797
8.971678495407104,94,0.1348013791839457
9.039453029632568,95,0.13391815307319385
9.123301029205322,96,0.1330384372712276
9.174128293991089,97,0.1321636932339477
9.233192443847656,98,0.13129826900793762
9.296526670455933,99,0.1304471005825473
9.365258693695068,100,0.1296138187716776
9.436311960220337,101,0.1287969722898753
9.503772735595703,102,0.12798925540940706
9.58003568649292,103,0.12718531351076595
9.64371109008789,104,0.12638527022189164
9.718816041946411,105,0.1255918051053944
9.773177146911621,106,0.12481126585503355
9.835795164108276,107,0.12404479783998443
9.90487027168274,108,0.1232876158091291
9.982367038726807,109,0.1225343422821798
10.0345618724823,110,0.12178201979232414
10.104469776153564,111,0.12102508334437848
10.189582109451294,112,0.12026420220418117
10.253394842147827,113,0.11950001073522702
10.318089723587036,114,0.11873344377535806
10.37695837020874,115,0.1179706793000822
10.440337181091309,116,0.1172158067227274
10.50430679321289,117,0.11646847516550322
